chr	gene_id	gene_name	start	end	gene_type
1	ENSG00000142657	PGD	10399064	10420511	protein_coding
1	ENSG00000251503	CENPS-CORT	10430435	10451411	protein_coding
1	ENSG00000175279	CENPS	10430433	10442808	protein_coding
1	ENSG00000160049	DFFA	10456522	10472529	protein_coding
1	ENSG00000122188	LAX1	203765183	203776372	protein_coding
1	ENSG00000288644	ENSG00000288644	203802094	203802192	protein_coding
1	ENSG00000182004	SNRPE	203861599	203871152	protein_coding
1	ENSG00000130768	SMPDL3B	27935000	27959152	protein_coding
1	ENSG00000158156	XKR8	27959973	27968093	protein_coding
1	ENSG00000182118	FAM89A	231018958	231040254	protein_coding
1	ENSG00000143633	C1orf131	231223765	231241175	protein_coding
1	ENSG00000132773	TOE1	45340170	45343973	protein_coding
1	ENSG00000070759	TESK2	45343883	45491163	protein_coding
1	ENSG00000280670	CCDC163	45493866	45500073	protein_coding
1	ENSG00000132763	MMACHC	45500300	45513382	protein_coding
1	ENSG00000169224	GCSAML	247549134	247577690	protein_coding
1	ENSG00000177489	OR2G2	247588360	247589313	protein_coding
1	ENSG00000177476	OR2G3	247605586	247606515	protein_coding
1	ENSG00000133019	CHRM3	239386568	239915450	protein_coding
1	ENSG00000162636	EEIG2	108560100	108639322	protein_coding
1	ENSG00000162639	HENMT1	108648295	108661093	protein_coding
1	ENSG00000134186	PRPF38B	108692310	108702928	protein_coding
1	ENSG00000143107	FNDC7	108712908	108742749	protein_coding
1	ENSG00000116266	STXBP3	108746674	108809523	protein_coding
1	ENSG00000215717	TMEM167B	109090764	109096934	protein_coding
1	ENSG00000132676	DAP3	155689091	155739010	protein_coding
1	ENSG00000132718	SYT11	155859567	155885199	protein_coding
1	ENSG00000132680	KHDC4	155913045	155934413	protein_coding
1	ENSG00000163479	SSR2	156009048	156020951	protein_coding
1	ENSG00000160803	UBQLN4	156035299	156053798	protein_coding
1	ENSG00000132698	RAB25	156061160	156070504	protein_coding
1	ENSG00000260238	PMF1-BGLAP	156212982	156243332	protein_coding
1	ENSG00000242252	BGLAP	156242184	156243317	protein_coding
1	ENSG00000198952	SMG5	156249224	156282825	protein_coding
1	ENSG00000163472	TMEM79	156284325	156292443	protein_coding
1	ENSG00000163468	CCT3	156308968	156338292	protein_coding
1	ENSG00000132677	RHBG	156369211	156385219	protein_coding
1	ENSG00000254726	MEX3A	156072013	156082465	protein_coding
1	ENSG00000186377	CYP4X1	47023669	47050751	protein_coding
1	ENSG00000186160	CYP4Z1	47067231	47118318	protein_coding
1	ENSG00000162366	PDZK1IP1	47183582	47190036	protein_coding
1	ENSG00000186790	FOXE3	47416285	47418052	protein_coding
1	ENSG00000189030	VHLL	156298624	156299307	protein_coding
1	ENSG00000162763	LRRC52	165544000	165563957	protein_coding
1	ENSG00000143061	IGSF3	116574408	116667733	protein_coding
1	ENSG00000135821	GLUL	182378098	182391790	protein_coding
1	ENSG00000203740	NTMT2	170145959	170168866	protein_coding
1	ENSG00000162374	ELAVL4	50108920	50203772	protein_coding
1	ENSG00000168275	COA6	234373456	234385080	protein_coding
1	ENSG00000241563	CORT	10450031	10451998	protein_coding
1	ENSG00000153207	AHCTF1	246839098	246931948	protein_coding
1	ENSG00000156869	FRRS1	99703970	99766635	protein_coding
1	ENSG00000033122	LRRC7	69567922	70144364	protein_coding
1	ENSG00000143278	F13B	197038741	197067260	protein_coding
1	ENSG00000116678	LEPR	65420668	65641559	protein_coding
1	ENSG00000159352	PSMD4	151254734	151267479	protein_coding
1	ENSG00000158710	TAGLN2	159918111	159925507	protein_coding
1	ENSG00000162734	PEA15	160205384	160215372	protein_coding
1	ENSG00000049239	H6PD	9234774	9271337	protein_coding
1	ENSG00000186564	FOXD2	47438044	47440691	protein_coding
1	ENSG00000244038	DDOST	20651777	20661369	protein_coding
1	ENSG00000116690	PRG4	186296279	186314567	protein_coding
1	ENSG00000126091	ST3GAL3	43707536	43931159	protein_coding
1	ENSG00000171163	ZNF692	248850008	248859085	protein_coding
1	ENSG00000172456	FGGY	59297094	59762730	protein_coding
1	ENSG00000158786	PLA2G2F	20139323	20150381	protein_coding
1	ENSG00000118733	OLFM3	101802560	101996926	protein_coding
1	ENSG00000157870	PRXL2B	2586777	2591468	protein_coding
1	ENSG00000179085	DPM3	155139891	155140531	protein_coding
1	ENSG00000173080	RXFP4	155941638	155943087	protein_coding
1	ENSG00000120937	NPPB	11857464	11858945	protein_coding
1	ENSG00000083444	PLOD1	11934717	11975537	protein_coding
1	ENSG00000116691	MIIP	12019498	12032045	protein_coding
1	ENSG00000120949	TNFRSF8	12063303	12144207	protein_coding
1	ENSG00000162521	RBBP4	32651208	32686211	protein_coding
1	ENSG00000162520	SYNC	32679906	32702770	protein_coding
1	ENSG00000162522	KIAA1522	32741830	32774970	protein_coding
1	ENSG00000116497	S100PBP	32817653	32858875	protein_coding
1	ENSG00000121905	HPCA	32886491	32894646	protein_coding
1	ENSG00000121900	TMEM54	32894595	32901389	protein_coding
1	ENSG00000143222	UFC1	161153978	161158856	protein_coding
1	ENSG00000143224	PPOX	161166426	161171220	protein_coding
1	ENSG00000158850	B4GALT3	161171310	161177507	protein_coding
1	ENSG00000158859	ADAMTS4	161184302	161199054	protein_coding
1	ENSG00000158869	FCER1G	161215295	161219245	protein_coding
1	ENSG00000158874	APOA2	161222292	161223628	protein_coding
1	ENSG00000158882	TOMM40L	161226060	161230746	protein_coding
1	ENSG00000143257	NR1I3	161229669	161238203	protein_coding
1	ENSG00000248485	PCP4L1	161258745	161285450	protein_coding
1	ENSG00000188931	CFAP126	161364733	161367876	protein_coding
1	ENSG00000265107	GJA5	147756199	147760602	protein_coding
1	ENSG00000121634	GJA8	147902795	147909269	protein_coding
1	ENSG00000188092	GPR89B	147928420	147993592	protein_coding
1	ENSG00000116688	MFN2	11980444	12013508	protein_coding
1	ENSG00000188800	TMCO2	40247937	40251684	protein_coding
1	ENSG00000084073	ZMPSTE24	40258236	40294180	protein_coding
1	ENSG00000049089	COL9A2	40300489	40317286	protein_coding
1	ENSG00000187801	ZFP69B	40450476	40463715	protein_coding
1	ENSG00000158887	MPZ	161304735	161309968	protein_coding
1	ENSG00000117640	MTFR1L	25819954	25832938	protein_coding
1	ENSG00000127423	AUNIP	25834006	25859457	protein_coding
1	ENSG00000182749	PAQR7	25861484	25875708	protein_coding
1	ENSG00000117632	STMN1	25900116	25906419	protein_coding
1	ENSG00000126106	TMEM53	44653247	44674481	protein_coding
1	ENSG00000198520	ARMH1	44674714	44725591	protein_coding
1	ENSG00000142945	KIF2C	44739837	44767767	protein_coding
1	ENSG00000142937	RPS8	44775540	44778779	protein_coding
1	ENSG00000142959	BEST4	44783585	44788170	protein_coding
1	ENSG00000173846	PLK3	44800377	44805990	protein_coding
1	ENSG00000117425	PTCH2	44821938	44843253	protein_coding
1	ENSG00000070785	EIF2B3	44850522	44986595	protein_coding
1	ENSG00000126107	HECTD3	45002548	45011324	protein_coding
1	ENSG00000126088	UROD	45012254	45015575	protein_coding
1	ENSG00000162408	NOL9	6521347	6554513	protein_coding
1	ENSG00000173662	TAS1R1	6555307	6579755	protein_coding
1	ENSG00000204859	ZBTB48	6579994	6589280	protein_coding
1	ENSG00000288629	ENSG00000288629	89579592	89579654	protein_coding
1	ENSG00000171488	LRRC8C	89633120	89719533	protein_coding
1	ENSG00000070886	EPHA8	22563489	22603595	protein_coding
1	ENSG00000119285	HEATR1	236549005	236604516	protein_coding
1	ENSG00000244020	MT1HL1	237004103	237004441	protein_coding
1	ENSG00000117758	STX12	27773219	27824443	protein_coding
1	ENSG00000117751	PPP1R8	27830782	27851676	protein_coding
1	ENSG00000130775	THEMIS2	27872544	27886675	protein_coding
1	ENSG00000117748	RPA2	27891524	27914575	protein_coding
1	ENSG00000117122	MFAP2	16974502	16980620	protein_coding
1	ENSG00000159363	ATP13A2	16985958	17011928	protein_coding
1	ENSG00000117115	PADI2	17066761	17119451	protein_coding
1	ENSG00000142623	PADI1	17205128	17246007	protein_coding
1	ENSG00000142619	PADI3	17249098	17284233	protein_coding
1	ENSG00000142871	CCN1	85580761	85583950	protein_coding
1	ENSG00000143512	HHIPL2	222522264	222548104	protein_coding
1	ENSG00000143498	TAF1A	222558312	222589933	protein_coding
1	ENSG00000154305	MIA3	222618097	222668007	protein_coding
1	ENSG00000186063	AIDA	222668013	222712491	protein_coding
1	ENSG00000162819	BROX	222712564	222735187	protein_coding
1	ENSG00000187554	TLR5	223109404	223143248	protein_coding
1	ENSG00000164010	ERMAP	42817122	42844991	protein_coding
1	ENSG00000164011	ZNF691	42846613	42852477	protein_coding
1	ENSG00000154309	DISP1	222815039	223005995	protein_coding
1	ENSG00000203857	HSD3B1	119507210	119515054	protein_coding
1	ENSG00000143067	ZNF697	119619377	119648266	protein_coding
1	ENSG00000134240	HMGCS2	119748002	119768905	protein_coding
1	ENSG00000134193	REG4	119794017	119811460	protein_coding
1	ENSG00000134249	ADAM30	119893533	119896515	protein_coding
1	ENSG00000092621	PHGDH	119711934	119744215	protein_coding
1	ENSG00000027644	INSRR	156840063	156859117	protein_coding
1	ENSG00000130764	LRRC47	3778559	3796498	protein_coding
1	ENSG00000284770	TBCE	235367427	235452443	protein_coding
1	ENSG00000198837	DENND4B	153929501	153946718	protein_coding
1	ENSG00000160741	CRTC2	153947675	153958612	protein_coding
1	ENSG00000143578	CREB3L4	153967902	153974359	protein_coding
1	ENSG00000143543	JTB	153974269	153977674	protein_coding
1	ENSG00000143545	RAB13	153981650	153986339	protein_coding
1	ENSG00000177954	RPS27	153990762	153992155	protein_coding
1	ENSG00000162642	C1orf52	85249953	85259662	protein_coding
1	ENSG00000116198	CEP104	3812086	3857211	protein_coding
1	ENSG00000169598	DFFB	3857476	3885429	protein_coding
1	ENSG00000288626	ENSG00000288626	147611590	147611796	protein_coding
1	ENSG00000162836	ACP6	147642230	147670524	protein_coding
1	ENSG00000116667	C1orf21	184387029	184629019	protein_coding
1	ENSG00000125945	ZNF436	23359448	23369836	protein_coding
1	ENSG00000204219	TCEA3	23380909	23424748	protein_coding
1	ENSG00000162885	B3GALNT2	235447190	235504452	protein_coding
1	ENSG00000173110	HSPA6	161524540	161526894	protein_coding
1	ENSG00000143125	PROK1	110451149	110457358	protein_coding
1	ENSG00000143105	KCNA10	110517217	110519175	protein_coding
1	ENSG00000177301	KCNA2	110593580	110606358	protein_coding
1	ENSG00000160752	FDPS	155308866	155320665	protein_coding
1	ENSG00000121957	GPSM2	108876985	108934545	protein_coding
1	ENSG00000188396	DYNLT4	44805893	44807351	protein_coding
1	ENSG00000082482	KCNK2	215082737	215237090	protein_coding
1	ENSG00000116747	RO60	193059612	193091219	protein_coding
1	ENSG00000134207	SYT6	114089292	114153869	protein_coding
1	ENSG00000163467	TSACC	156338526	156346995	protein_coding
1	ENSG00000243710	CFAP57	43172330	43254358	protein_coding
1	ENSG00000117395	EBNA1BP2	43164184	43172290	protein_coding
1	ENSG00000116874	WARS2	119031216	119140653	protein_coding
1	ENSG00000065600	PACC1	212363928	212414886	protein_coding
1	ENSG00000009780	FAM76A	27725961	27763116	protein_coding
1	ENSG00000023572	GLRX2	193096470	193105414	protein_coding
1	ENSG00000134644	PUM1	30931506	31065717	protein_coding
1	ENSG00000215788	TNFRSF25	6460786	6466173	protein_coding
1	ENSG00000117625	RCOR3	211259366	211316385	protein_coding
1	ENSG00000179902	CFAP276	109105951	109112747	protein_coding
1	ENSG00000121766	ZCCHC17	31297032	31364936	protein_coding
1	ENSG00000143157	POGK	166839475	166856359	protein_coding
1	ENSG00000160781	PAQR6	156243320	156248056	protein_coding
1	ENSG00000143344	RGL1	183805120	183928532	protein_coding
1	ENSG00000116882	HAO2	119368785	119394130	protein_coding
1	ENSG00000142856	ITGB3BP	63440770	63523225	protein_coding
1	ENSG00000158022	TRIM63	26051301	26067630	protein_coding
1	ENSG00000116396	KCNC4	110210314	110234044	protein_coding
1	ENSG00000163875	MEAF6	37489993	37514766	protein_coding
1	ENSG00000282872	C1orf232	26164101	26168963	protein_coding
1	ENSG00000131238	PPT1	40072712	40097252	protein_coding
1	ENSG00000171680	PLEKHG5	6467122	6491667	protein_coding
1	ENSG00000116977	LGALS8	236523982	236552981	protein_coding
1	ENSG00000242485	MRPL20	1401909	1407293	protein_coding
1	ENSG00000179403	VWA1	1435690	1442882	protein_coding
1	ENSG00000215915	ATAD3C	1449689	1470163	protein_coding
1	ENSG00000135776	ABCB10	229516582	229558707	protein_coding
1	ENSG00000135763	URB2	229626247	229660200	protein_coding
1	ENSG00000178828	RNF186	19814029	19815283	protein_coding
1	ENSG00000169914	OTUD3	19882395	19912945	protein_coding
1	ENSG00000188784	PLA2G2E	19920009	19923617	protein_coding
1	ENSG00000177186	OR2M7	248323630	248324568	protein_coding
1	ENSG00000177174	OR14C36	248348775	248349713	protein_coding
1	ENSG00000162456	KNCN	46545641	46551647	protein_coding
1	ENSG00000079277	MKNK1	46557407	46604268	protein_coding
1	ENSG00000117407	ARTN	43933801	43937240	protein_coding
1	ENSG00000117408	IPO13	43946950	43968022	protein_coding
1	ENSG00000117410	ATP6V0B	43974960	43978295	protein_coding
1	ENSG00000159214	CCDC24	43991599	43996528	protein_coding
1	ENSG00000196517	SLC6A9	43996483	44031462	protein_coding
1	ENSG00000196539	OR2T3	248473351	248474307	protein_coding
1	ENSG00000203661	OR2T5	248488589	248491113	protein_coding
1	ENSG00000183310	OR2T34	248573801	248574757	protein_coding
1	ENSG00000189181	OR14I1	248681322	248682328	protein_coding
1	ENSG00000187238	LCE3B	152613811	152614098	protein_coding
1	ENSG00000185962	LCE3A	152622834	152623103	protein_coding
1	ENSG00000187223	LCE2D	152663380	152664659	protein_coding
1	ENSG00000159455	LCE2B	152686123	152687397	protein_coding
1	ENSG00000187173	LCE2A	152698345	152699442	protein_coding
1	ENSG00000204501	PRAMEF15	13315581	13322598	protein_coding
1	ENSG00000204481	PRAMEF14	13341892	13347134	protein_coding
1	ENSG00000204479	PRAMEF17	13389632	13392629	protein_coding
1	ENSG00000172031	EPHX4	92029985	92063538	protein_coding
1	ENSG00000228594	FNDC10	1598012	1600135	protein_coding
1	ENSG00000189409	MMP23B	1632173	1634654	protein_coding
1	ENSG00000189339	SLC35E2B	1661478	1692795	protein_coding
1	ENSG00000008128	CDK11A	1702379	1724357	protein_coding
1	ENSG00000008130	NADK	1751232	1778470	protein_coding
1	ENSG00000178821	TMEM52	1917591	1919279	protein_coding
1	ENSG00000158477	CD1A	158254424	158258269	protein_coding
1	ENSG00000158481	CD1C	158289923	158294774	protein_coding
1	ENSG00000158485	CD1B	158327955	158331531	protein_coding
1	ENSG00000158488	CD1E	158353894	158357553	protein_coding
1	ENSG00000186306	OR10T2	158398522	158399466	protein_coding
1	ENSG00000117505	DR1	93345907	93369493	protein_coding
1	ENSG00000162889	MAPKAPK2	206684905	206734281	protein_coding
1	ENSG00000162892	IL24	206897443	206904139	protein_coding
1	ENSG00000162894	FCMR	206903317	206921941	protein_coding
1	ENSG00000162896	PIGR	206928522	206946466	protein_coding
1	ENSG00000162897	FCAMR	206957967	206970460	protein_coding
1	ENSG00000182795	C1orf116	207018522	207032756	protein_coding
1	ENSG00000198890	PRMT6	107056674	107059294	protein_coding
1	ENSG00000142669	SH3BGRL3	26280086	26281522	protein_coding
1	ENSG00000169442	CD52	26317958	26320523	protein_coding
1	ENSG00000176083	ZNF683	26361634	26372750	protein_coding
1	ENSG00000142910	TINAGL1	31576515	31587686	protein_coding
1	ENSG00000162517	PEF1	31629866	31644876	protein_coding
1	ENSG00000085840	ORC1	52372829	52404423	protein_coding
1	ENSG00000143751	SDE2	225982702	225999343	protein_coding
1	ENSG00000163041	H3-3A	226062716	226072019	protein_coding
1	ENSG00000182827	ACBD3	226144679	226186741	protein_coding
1	ENSG00000185155	MIXL1	226223664	226227060	protein_coding
1	ENSG00000143748	NVL	224227345	224330172	protein_coding
1	ENSG00000143771	CNIH4	224356879	224379452	protein_coding
1	ENSG00000183682	BMP8A	39491636	39529869	protein_coding
1	ENSG00000163909	HEYL	39623435	39639643	protein_coding
1	ENSG00000116983	HPCAL4	39678648	39691433	protein_coding
1	ENSG00000090621	PABPC4	39560816	39576790	protein_coding
1	ENSG00000143369	ECM1	150508109	150513789	protein_coding
1	ENSG00000143420	ENSA	150622125	150629612	protein_coding
1	ENSG00000143457	GOLPH3L	150646230	150697154	protein_coding
1	ENSG00000143452	HORMAD1	150698060	150720895	protein_coding
1	ENSG00000143384	MCL1	150574558	150579610	protein_coding
1	ENSG00000154342	WNT3A	228006998	228061271	protein_coding
1	ENSG00000143793	C1orf35	228100731	228103325	protein_coding
1	ENSG00000162910	MRPL55	228106685	228109299	protein_coding
1	ENSG00000198835	GJC2	228149930	228159826	protein_coding
1	ENSG00000181873	IBA57	228165804	228182257	protein_coding
1	ENSG00000154370	TRIM11	228393676	228406835	protein_coding
1	ENSG00000162931	TRIM17	228407935	228416861	protein_coding
1	ENSG00000171960	PPIH	42658423	42676758	protein_coding
1	ENSG00000065978	YBX1	42682418	42703805	protein_coding
1	ENSG00000164007	CLDN19	42733093	42740236	protein_coding
1	ENSG00000117385	P3H1	42746374	42767028	protein_coding
1	ENSG00000001460	STPG1	24356999	24413782	protein_coding
1	ENSG00000001461	NIPAL3	24415802	24472976	protein_coding
1	ENSG00000117602	RCAN3	24502836	24541040	protein_coding
1	ENSG00000184454	NCMAP	24556087	24609328	protein_coding
1	ENSG00000116539	ASH1L	155335268	155562803	protein_coding
1	ENSG00000084652	TXLNA	32179675	32198285	protein_coding
1	ENSG00000160051	IQCC	32205671	32208682	protein_coding
1	ENSG00000183615	FAM167B	32247222	32248856	protein_coding
1	ENSG00000116478	HDAC1	32292083	32333626	protein_coding
1	ENSG00000175130	MARCKSL1	32333839	32336233	protein_coding
1	ENSG00000162526	TSSK3	32362539	32364312	protein_coding
1	ENSG00000168679	SLC16A4	110362857	110391026	protein_coding
1	ENSG00000134248	LAMTOR5	110401253	110407694	protein_coding
1	ENSG00000198492	YTHDF2	28736940	28769775	protein_coding
1	ENSG00000253304	TMEM200B	29119429	29123903	protein_coding
1	ENSG00000116353	MECR	29192657	29230934	protein_coding
1	ENSG00000136630	HLX	220879443	220885059	protein_coding
1	ENSG00000116141	MARK1	220528136	220664461	protein_coding
1	ENSG00000162817	C1orf115	220690363	220699153	protein_coding
1	ENSG00000117593	DARS2	173824673	173858546	protein_coding
1	ENSG00000135870	RC3H1	173931084	174022357	protein_coding
1	ENSG00000197852	INKA2	111722064	111739395	protein_coding
1	ENSG00000276600	RAB7B	205976740	206003395	protein_coding
1	ENSG00000158769	F11R	160995211	161021152	protein_coding
1	ENSG00000215845	TSTD1	161037631	161038964	protein_coding
1	ENSG00000158773	USF1	161039251	161045977	protein_coding
1	ENSG00000186517	ARHGAP30	161046946	161069891	protein_coding
1	ENSG00000143217	NECTIN4	161070998	161089558	protein_coding
1	ENSG00000162755	KLHDC9	161098361	161100346	protein_coding
1	ENSG00000143256	PFDN2	161100561	161118037	protein_coding
1	ENSG00000158793	NIT1	161118105	161121194	protein_coding
1	ENSG00000158796	DEDD	161120974	161132667	protein_coding
1	ENSG00000196188	CTSE	206009264	206023895	protein_coding
1	ENSG00000163050	COQ8A	226940294	226987544	protein_coding
1	ENSG00000174574	AKIRIN1	38991276	39006059	protein_coding
1	ENSG00000168653	NDUFS5	39026350	39034615	protein_coding
1	ENSG00000121931	LRIF1	110947190	110963922	protein_coding
1	ENSG00000162777	DENND2D	111185969	111200646	protein_coding
1	ENSG00000064886	CHI3L2	111227713	111243440	protein_coding
1	ENSG00000156171	DRAM2	111117163	111140093	protein_coding
